StartIndex	EndIndex	GO:ID	Term	ConceptName	PreferredName	CUID
30432	30457	GO:0004618	with the pgk-neo cassette	phosphoglycerate kinase activity		C1150521
30485	30526	GO:1902698	24 amino acids in the active-site region,	acidogenesis		C3823112
30485	30526	GO:1902705	24 amino acids in the active-site region,	acidogenesis		C3823112
30485	30526	GO:1902706	24 amino acids in the active-site region,	acidogenesis		C3823112
30485	30526	GO:1902699	24 amino acids in the active-site region,	acidogenesis		C3823112
30566	30571	GO:0030315	triad	triad	Transverse tubule of muscle cell	C1179122
30749	30781	GO:0004618	upstream of the pgk-neo cassette	phosphoglycerate kinase activity		C1150521
30965	31003	GO:0004618	at the 3' end of the pgk-neo cassette,	phosphoglycerate kinase activity		C1150521
31217	31245	GO:0004618	inserted between the pgk-neo	phosphoglycerate kinase activity		C1150521
31294	31353	GO:0007567	targeting strategy for disruption of the murine capn2 gene.	parturition	Birth	C0005615
31294	31353	GO:0000003	targeting strategy for disruption of the murine capn2 gene.	reproduction	Reproduction	C0035150
31354	31376	GO:0007567	the murine capn2 gene,	parturition	Birth	C0005615
31354	31376	GO:0000003	the murine capn2 gene,	reproduction	Reproduction	C0035150
31426	31430	GO:0005623	cell	cell	Cells	C0007634
31432	31460	GO:0006310	by homologous recombination.	DNA recombination	Recombination, Genetic	C0034865
31605	31623	GO:0004618	a pgk-neo cassette	phosphoglycerate kinase activity		C1150521
31777	31797	GO:0004618	the pgk-neo cassette	phosphoglycerate kinase activity		C1150521
32387	32391	GO:0005623	cell	cell	Cells	C0007634
32460	32464	GO:0005623	cell	cell	Cells	C0007634
32512	32561	GO:0009790	with feeder layers of mouse embryonic fibroblasts	embryo development	Embryonic Development	C0013936
32597	32601	GO:0005623	cell	cell	Cells	C0007634
32672	32705	GO:1902698	0.1 mm non-essential amino acids,	acidogenesis		C3823112
32672	32705	GO:1902705	0.1 mm non-essential amino acids,	acidogenesis		C3823112
32672	32705	GO:1902706	0.1 mm non-essential amino acids,	acidogenesis		C3823112
32672	32705	GO:1902699	0.1 mm non-essential amino acids,	acidogenesis		C3823112
32795	32798	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
32819	32822	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
32981	32992	GO:0016049	cell growth	cell growth		C0007595
33184	33193	GO:0007586	digestion	digestion	Digestion	C0012238
33224	33228	GO:0005623	cell	cell	Cells	C0007634
33231	33235	GO:0005623	cell	cell	Cells	C0007634
33356	33359	GO:0043739	MUG	MUG	G/U mismatch-specific uracil-DNA glycosylase activity 	C2248641
33557	33566	GO:0007601	see below	vision	Vision	C0042789
33611	33615	GO:0005623	cell	cell	Cells	C0007634
33650	33654	GO:0005623	cell	cell	Cells	C0007634
33663	33690	GO:0009291	recovered from cd1 matings,	unidirectional conjugation		C1160186
33663	33690	GO:0007618	recovered from cd1 matings,	mating		C1260875
33663	33690	GO:0000747	recovered from cd1 matings,	conjugation with cellular fusion		C1748461
33663	33690	GO:1990277	recovered from cd1 matings,	parasexual conjugation with cellular fusion		C3812685
33820	33841	GO:0007567	identifiable at birth	parturition	Birth	C0005615
33851	33867	GO:0048069	eye pigmentation	eye pigmentation		C1326711
33872	33918	GO:0000785	subsequently by patches of agouti coat colour.	chromatin	chromatin location	C1325550
34073	34118	GO:0007567	the mutation in an inbred genetic background.	parturition	Birth	C0005615
34073	34118	GO:0000003	the mutation in an inbred genetic background.	reproduction	Reproduction	C0035150
34506	34514	GO:0016020	membrane	membrane	Membrane	C0596901
34713	34766	GO:0004618	a 681 bp psti-xbai fragment from the pgk-neo cassette	phosphoglycerate kinase activity		C1150521
34824	34870	GO:0015074	a single integration event in targeted clones.	DNA integration	DNA Integration	C1158478
35064	35068	GO:0005623	cell	cell	Cells	C0007634
35073	35112	GO:0007566	biopsies from post-implantation embryos	embryo implantation	Blastocyst Implantation, natural	C0029976
35289	35294	GO:0007600	sense	sensory perception	Esthesia	C0036658
35433	35441	GO:0004618	(pgk-neo	phosphoglycerate kinase activity		C1150521
35800	35845	GO:0007567	due to the limited amount of genetic material	parturition	Birth	C0005615
35800	35845	GO:0000003	due to the limited amount of genetic material	reproduction	Reproduction	C0035150
35846	35884	GO:0003904	available in pre-implantation embryos,	photoreactivating enzyme activity		C2257086
35974	35987	GO:0009790	whole embryos	embryo development	Embryonic Development	C0013936
35999	36040	GO:0008233	digested in 20 mul of proteinase k buffer	peptidase activity		C1150095
36042	36051	GO:0007601	see below	vision	Vision	C0042789
36369	36393	GO:0007600	an intron 6 sense primer	sensory perception	Esthesia	C0036658
36529	36558	GO:0007600	another intron 6 sense primer	sensory perception	Esthesia	C0036658
36689	36727	GO:0007600	consisted of the intron 6 sense primer	sensory perception	Esthesia	C0036658
36732	36776	GO:0004618	an antisense primer in the pgk-neo cassette.	phosphoglycerate kinase activity		C1150521
36804	36849	GO:0007600	comprised of the second intron 6 sense primer	sensory perception	Esthesia	C0036658
36879	36915	GO:0004618	located within the pgk-neo sequence.	phosphoglycerate kinase activity		C1150521
36981	37045	GO:0007600	the same sense primers in both steps of the nested pcr strategy.	sensory perception	Esthesia	C0036658
37307	37342	GO:0007600	made up of an intron 4 sense primer	sensory perception	Esthesia	C0036658
37410	37432	GO:0007600	an exon 5 sense primer	sensory perception	Esthesia	C0036658
37890	37927	GO:0003904	isolation of pre-implantation embryos	photoreactivating enzyme activity		C2257086
37937	37950	GO:0009566	fertilization	fertilization	Fertilization	C0015914
37984	37994	GO:0007620	copulation	copulation	Copulation	C0009990
38044	38068	GO:0003904	pre-implantation embryos	photoreactivating enzyme activity		C2257086
38131	38138	GO:0004842	at e2.5	ubiquitin conjugating enzyme activity		C1151883
38131	38138	GO:0061650	at e2.5	ubiquitin-like protein conjugating enzyme activity		C1151884
38131	38138	GO:0019775	at e2.5	FAT10 conjugating enzyme activity		C1151887
38131	38138	GO:0019777	at e2.5	Atg12 conjugating enzyme activity		C2612339
38131	38138	GO:0072496	at e2.5	Pup conjugating enzyme activity		C3156549
38131	38138	GO:0019787	at e2.5	ubiquitin-like protein transferase activity		C3888074
38131	38138	GO:0004842	at e2.5	ubiquitin-protein transferase activity		C3888151
38131	38138	GO:0061657	at e2.5	UFM1 conjugating enzyme activity		C3889565
38131	38138	GO:0019789	at e2.5	SUMO conjugating enzyme activity		C3889566
38131	38138	GO:0019788	at e2.5	NEDD8 conjugating enzyme activity		C3889567
38131	38138	GO:0061658	at e2.5	URM1 conjugating enzyme activity		C3889568
38131	38138	GO:0061653	at e2.5	E2	ISG15 conjugating enxyme activity	C3889569
38131	38138	GO:0061631	at e2.5	ubiquitin conjugating enzyme activity		C1151883
38131	38138	GO:0061652	at e2.5	FAT10 conjugating enzyme activity		C1151887
38131	38138	GO:0061651	at e2.5	Atg12 conjugating enzyme activity		C2612339
38131	38138	GO:0061655	at e2.5	Pup conjugating enzyme activity		C3156549
38131	38138	GO:0061656	at e2.5	SUMO conjugating enzyme activity		C3889566
38131	38138	GO:0061654	at e2.5	NEDD8 conjugating enzyme activity		C3889567
38142	38146	GO:0061659	e3.5	ubiquitin-like protein ligase activity		C1150682
38142	38146	GO:0019777	e3.5	Atg12 ligase activity		C1151885
38142	38146	GO:0019787	e3.5	ubiquitin-like protein transferase activity		C3888074
38142	38146	GO:0004842	e3.5	ubiquitin-protein transferase activity		C3888151
38142	38146	GO:0061662	e3.5	ISG15 ligase activity		C3890037
38142	38146	GO:0061661	e3.5	FAT10 ligase activity		C3890038
38142	38146	GO:0061667	e3.5	URM1 ligase activity		C3890039
38142	38146	GO:0061664	e3.5	Pup ligase activity		C3890040
38142	38146	GO:0061666	e3.5	UFM1 ligase activity		C3890041
38142	38146	GO:0061665	e3.5	SUMO ligase activity		C3890172
38142	38146	GO:0061663	e3.5	NEDD8 ligase activity		C3890173
38142	38146	GO:0061660	e3.5	Atg12 ligase activity		C1151885
38181	38185	GO:0005623	cell	cell	Cells	C0007634
38194	38210	GO:0009790	isolated embryos	embryo development	Embryonic Development	C0013936
38245	38286	GO:0019835	at 55 degrees c in 20 mul of lysis buffer	cytolysis	pathologic cytolysis	C1536403
38323	38347	GO:0008233	200 mul/ml proteinase k,	peptidase activity		C1150095
38411	38428	GO:0008233	the proteinase k.	peptidase activity		C1150095
38501	38524	GO:0005154	epidermal growth factor	epidermal growth factor	epidermal growth factor receptor binding activity	C1323367
38530	38544	GO:0009790	embryonic stem	embryo development	Embryonic Development	C0013936
38551	38577	GO:0009790	mouse embryonic fibroblast	embryo development	Embryonic Development	C0013936
38614	38623	GO:0000496	base pair	base pairing	Base Pairing	C0600436
39615	39641	GO:0007566	post-implantation embryos,	embryo implantation	Blastocyst Implantation, natural	C0029976
39651	39674	GO:0009790	embryo resorption sites	embryo development	Embryonic Development	C0013936
39708	39729	GO:0009790	that capn2-/- embryos	embryo development	Embryonic Development	C0013936
39730	39767	GO:0003904	perished at a pre-implantation stage.	photoreactivating enzyme activity		C2257086
39846	39850	GO:0005623	cell	cell	Cells	C0007634
