StartIndex	EndIndex	GO:ID	Term	ConceptName	PreferredName	CUID
46162	46174	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
46217	46246	GO:0050789	alterations in the regulation	regulation of biological process	Regulation of biological process	C1327622
46328	46341	GO:0000785	on coat color	chromatin	chromatin location	C1325550
46346	46390	GO:0007567	only apparent in certain genetic backgrounds	parturition	Birth	C0005615
46346	46390	GO:0000003	only apparent in certain genetic backgrounds	reproduction	Reproduction	C0035150
46455	46467	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
46626	46648	GO:0043473	the pigmentary system.	pigmentation	Pigmentation	C0031911
47615	47633	GO:0009291	for timed matings,	unidirectional conjugation		C1160186
47615	47633	GO:0007618	for timed matings,	mating		C1260875
47615	47633	GO:0000747	for timed matings,	conjugation with cellular fusion		C1748461
47615	47633	GO:1990277	for timed matings,	parasexual conjugation with cellular fusion		C3812685
47692	47708	GO:0007567	the day of birth	parturition	Birth	C0005615
47758	47789	GO:0009289	for measurements of hair length	pilus	Bacterial Fimbria	C0031921
47794	47800	GO:0000785	color,	chromatin	chromatin location	C1325550
47894	47901	GO:0031430	midline	midline	midline cell component	C1660780
48029	48051	GO:0009289	hair length boundaries	pilus	Bacterial Fimbria	C0031921
48363	48412	GO:0009289	dorsoventral variation in hair-type distribution,	pilus	Bacterial Fimbria	C0031921
48413	48434	GO:0009289	several hundred hairs	pilus	Bacterial Fimbria	C0031921
48888	48907	GO:0009289	most hair follicles	pilus	Bacterial Fimbria	C0031921
49624	49634	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
49764	49787	GO:0007567	further genetic mapping	parturition	Birth	C0005615
49764	49787	GO:0000003	further genetic mapping	reproduction	Reproduction	C0035150
50734	50745	GO:0007567	eight genes	parturition	Birth	C0005615
50734	50745	GO:0000003	eight genes	reproduction	Reproduction	C0035150
50894	50909	GO:0007567	; a t-box gene,	parturition	Birth	C0005615
50894	50909	GO:0000003	; a t-box gene,	reproduction	Reproduction	C0035150
50921	50934	GO:0007567	a novel gene,	parturition	Birth	C0005615
50921	50934	GO:0000003	a novel gene,	reproduction	Reproduction	C0035150
51616	51626	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
51667	51677	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
51680	51694	GO:0007567	gene targeting	parturition	Birth	C0005615
51680	51694	GO:0000003	gene targeting	reproduction	Reproduction	C0035150
51964	51977	GO:0006351	transcription	transcription	Transcription, Genetic	C0040649
52407	52414	GO:0009790	embryos	embryo development	Embryonic Development	C0013936
52489	52502	GO:0009790	embryos e13.5	embryo development	Embryonic Development	C0013936
52957	52987	GO:0009790	embryonic skin transplantation	embryo development	Embryonic Development	C0013936
53010	53029	GO:0009790	f1 embryos at e12.5	embryo development	Embryonic Development	C0013936
53079	53093	GO:0009790	embryonic skin	embryo development	Embryonic Development	C0013936
53547	53554	GO:0042603	capsule	capsule	Microbial anatomical capsule structure	C1325531
53569	53604	GO:0009790	a piece of dissected embryonic skin	embryo development	Embryonic Development	C0013936
53798	53816	GO:0009289	the resulting hair	pilus	Bacterial Fimbria	C0031921
54024	54058	GO:0043198	the somitic mesoderm of the trunk,	dendritic shaft		C1523842
54129	54151	GO:0007567	the r26r reporter gene	parturition	Birth	C0005615
54129	54151	GO:0000003	the r26r reporter gene	reproduction	Reproduction	C0035150
54308	54315	GO:0031430	midline	midline	midline cell component	C1660780
54332	54359	GO:0004565	beta-galactosidase activity	beta-galactosidase activity		C1150053
54699	54711	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
54913	54924	GO:0007567	agouti gene	parturition	Birth	C0005615
54913	54924	GO:0000003	agouti gene	reproduction	Reproduction	C0035150
55062	55072	GO:1990266	(nm_145224	neutrophil migration	Neutrophil migration, function	C0312860
55416	55440	GO:0007567	about the origin of deh,	parturition	Birth	C0005615
55416	55440	GO:0000003	about the origin of deh,	reproduction	Reproduction	C0035150
55762	55774	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
56121	56131	GO:0005694	chromosome	chromosome	Chromosomes	C0008633
56180	56206	GO:0009790	e10.5 - embryonic day 10.5	embryo development	Embryonic Development	C0013936
56303	56324	GO:0007567	tbx15 - t-box gene 15	parturition	Birth	C0005615
56303	56324	GO:0000003	tbx15 - t-box gene 15	reproduction	Reproduction	C0035150
56462	56503	GO:0009289	similar patterns of hair-length variation	pilus	Bacterial Fimbria	C0031921
56595	56624	GO:0009289	the transition in hair length	pilus	Bacterial Fimbria	C0031921
56629	56637	GO:0000785	color in	chromatin	chromatin location	C1325550
56678	56706	GO:0009289	proportional hair length for	pilus	Bacterial Fimbria	C0031921
56691	56702	GO:0009289	hair length	pilus	Bacterial Fimbria	C0031921
56905	56931	GO:0009289	proportion of zigzag hairs	pilus	Bacterial Fimbria	C0031921
57097	57113	GO:0043588	skin development	skin development		C1655760
57166	57205	GO:0009289	(g) differences in hair melanin content	pilus	Bacterial Fimbria	C0031921
57525	57537	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
57613	57641	GO:0009289	a thin stripe of yellow hair	pilus	Bacterial Fimbria	C0031921
57661	57713	GO:0009289	the dorsal black hairs from the ventral cream hairs.	pilus	Bacterial Fimbria	C0031921
57802	57817	GO:0009289	the black hairs	pilus	Bacterial Fimbria	C0031921
58476	58488	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
58533	58591	GO:0009289	hair length in a representative pair of 1.5-mo-old deh/deh	pilus	Bacterial Fimbria	C0031921
58813	58820	GO:0007567	genetic	parturition	Birth	C0005615
58813	58820	GO:0000003	genetic	reproduction	Reproduction	C0035150
59169	59185	GO:0051321	in 2340 meioses.	meiotic cell cycle		C1657605
59349	59379	GO:0007567	constructed by gene targeting.	parturition	Birth	C0005615
59349	59379	GO:0000003	constructed by gene targeting.	reproduction	Reproduction	C0035150
59620	59640	GO:0009289	hair-color patterns,	pilus	Bacterial Fimbria	C0031921
59743	59754	GO:0032502	development	development	Biologic Development	C0678723
60541	60570	GO:0009790	embryonic expression of tbx15	embryo development	Embryonic Development	C0013936
60786	60800	GO:0007567	for both genes	parturition	Birth	C0005615
60786	60800	GO:0000003	for both genes	reproduction	Reproduction	C0035150
61170	61185	GO:0009790	deh/deh embryos	embryo development	Embryonic Development	C0013936
61684	61739	GO:0009790	embryonic establishment of dorsoventral skin patterning	embryo development	Embryonic Development	C0013936
61802	61817	GO:0009790	a e12.5 embryos	embryo development	Embryonic Development	C0013936
61898	61922	GO:0009289	hair color of the grafts	pilus	Bacterial Fimbria	C0031921
61948	61980	GO:0009790	grafts of ventral embryonic skin	embryo development	Embryonic Development	C0013936
61998	62011	GO:0009289	yellow hairs,	pilus	Bacterial Fimbria	C0031921
62012	62033	GO:0009790	dorsal embryonic skin	embryo development	Embryonic Development	C0013936
62051	62063	GO:0009289	black hairs,	pilus	Bacterial Fimbria	C0031921
62068	62088	GO:0009790	flank embryonic skin	embryo development	Embryonic Development	C0013936
62130	62162	GO:0009289	yellow hairs in distinct regions	pilus	Bacterial Fimbria	C0031921
62230	62249	GO:0009790	the embryonic flank	embryo development	Embryonic Development	C0013936
62323	62339	GO:0009289	= 1 mm for hairs	pilus	Bacterial Fimbria	C0031921
62436	62448	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
62581	62588	GO:0031430	midline	midline	midline cell component	C1660780
63024	63036	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
63090	63102	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
63369	63430	GO:0010467	the boundary between the expression domains of the two genes.	gene expression	Gene Expression	C0017262
63491	63503	GO:0043198	in the trunk	dendritic shaft		C1523842
63542	63554	GO:0043473	pigmentation	pigmentation	Pigmentation	C0031911
63771	63774	GO:0007601	see	vision	Vision	C0042789
63801	63833	GO:0009289	reduced hair melanocyte activity	pilus	Bacterial Fimbria	C0031921
63880	63901	GO:0000785	lead to a cream color	chromatin	chromatin location	C1325550
64393	64457	GO:0043198	that distinct dorsoventral compartments in ectoderm of the trunk	dendritic shaft		C1523842
64535	64561	GO:0043198	in dorsal trunk mesenchyme	dendritic shaft		C1523842
